Date,CPU Utilization,CPU Power
2023-05-13 13:36:43,0.00063,0.08394
2023-05-13 13:36:44,0.00000,0.00000
2023-05-13 13:36:45,0.00063,0.07831
2023-05-13 13:36:46,0.00063,0.07470
2023-05-13 13:36:47,0.00063,0.09474
2023-05-13 13:36:48,0.00063,0.09317
2023-05-13 13:36:49,0.00063,0.09485
2023-05-13 13:36:50,0.00063,0.08621
2023-05-13 13:36:51,0.00000,0.00000
2023-05-13 13:36:52,0.00063,0.07587
2023-05-13 13:36:53,0.00063,0.07714
2023-05-13 13:36:54,0.00064,0.07137
2023-05-13 13:36:55,0.00000,0.00000
2023-05-13 13:36:56,0.00063,0.08451
2023-05-13 13:36:57,0.00063,0.08827
2023-05-13 13:36:58,0.00063,0.07092
2023-05-13 13:36:59,0.00000,0.00000
2023-05-13 13:37:00,0.00063,0.07721
2023-05-13 13:37:01,0.00064,0.06846
2023-05-13 13:37:02,0.00064,0.08083
2023-05-13 13:37:03,0.00063,0.06625
2023-05-13 13:37:04,0.00000,0.00000
2023-05-13 13:37:05,0.00063,0.07614
2023-05-13 13:37:06,0.00063,0.07822
2023-05-13 13:37:07,0.00000,0.00000
2023-05-13 13:37:08,0.00063,0.07869
2023-05-13 13:37:09,0.00063,0.06838
2023-05-13 13:37:10,0.00063,0.08388
2023-05-13 13:37:11,0.00000,0.00000
2023-05-13 13:37:12,0.00063,0.07068
2023-05-13 13:37:13,0.00126,0.14155
2023-05-13 13:37:14,0.00000,0.00000
2023-05-13 13:37:15,0.00063,0.09497
2023-05-13 13:37:16,0.00000,0.00000
2023-05-13 13:37:17,0.00063,0.07443
2023-05-13 13:37:18,0.00000,0.00000
2023-05-13 13:37:19,0.00063,0.08457
2023-05-13 13:37:20,0.00063,0.07838
2023-05-13 13:37:21,0.00063,0.08081
2023-05-13 13:37:22,0.00063,0.08079
2023-05-13 13:37:23,0.00000,0.00000
2023-05-13 13:37:24,0.00063,0.07514
2023-05-13 13:37:25,0.00063,0.07099
2023-05-13 13:37:26,0.00063,0.07938
2023-05-13 13:37:27,0.00000,0.00000
2023-05-13 13:37:28,0.00000,0.00000
2023-05-13 13:37:29,0.00063,0.10221
2023-05-13 13:37:30,0.00126,0.19547
2023-05-13 13:37:31,0.00000,0.00000
2023-05-13 13:37:32,0.00063,0.10069
2023-05-13 13:37:33,0.00063,0.09672
2023-05-13 13:37:34,0.00000,0.00000
2023-05-13 13:37:35,0.00063,0.08039
2023-05-13 13:37:36,0.00063,0.07154
2023-05-13 13:37:37,0.00000,0.00000
2023-05-13 13:37:38,0.00063,0.07924
2023-05-13 13:37:39,0.00126,0.18655
2023-05-13 13:37:40,0.00000,0.00000
2023-05-13 13:37:41,0.00063,0.09334
2023-05-13 13:37:42,0.00063,0.09228
2023-05-13 13:37:43,0.00063,0.08727
2023-05-13 13:37:44,0.00063,0.11243
2023-05-13 13:37:45,0.00000,0.00000
2023-05-13 13:37:46,0.00063,0.10010
2023-05-13 13:37:47,0.00000,0.00000
2023-05-13 13:37:48,0.00063,0.10701
2023-05-13 13:37:49,0.00063,0.10433
2023-05-13 13:37:50,0.00063,0.09371
2023-05-13 13:37:51,0.00063,0.10727
2023-05-13 13:37:52,0.00000,0.00000
2023-05-13 13:37:53,0.00063,0.11734
2023-05-13 13:37:54,0.00000,0.00000
2023-05-13 13:37:55,0.00063,0.11102
2023-05-13 13:37:56,0.00063,0.10275
2023-05-13 13:37:57,0.00063,0.08819
2023-05-13 13:37:58,0.00126,0.21923
2023-05-13 13:37:59,0.00063,0.10209
2023-05-13 13:38:00,0.00000,0.00000
2023-05-13 13:38:01,0.00063,0.10270
2023-05-13 13:38:02,0.00000,0.00000
2023-05-13 13:38:03,0.00126,0.20941
2023-05-13 13:38:04,0.00000,0.00000
2023-05-13 13:38:05,0.00000,0.00000
